Comments,Ratings
"Best Indian movie Nagi combined Hindu mythology with future , great VFX at par with Hollywood, good concept in the script and Prabhas and Bachan dusted it.Even there no disappointment for darling, nagi smartly added some fan based elevations. He also carefully narrated the story without getting bored.The touch of Rajamouli, RGV, Dulquer and Vijay Devarakonda is superb which boosted scenes in betweeen.Finally this movie deserves 10 out 10 , due to Nagi daring attempt to imagine such kind of a big movie , perfect story and extraordinary screenplay.Everyone can watch this movie no obscene words or scenes.",10
"The Kalki 2898 AD movie is an epic dystopian science fiction action film directed and written by Nag Ashwin. The film features Prabhas, Amitabh Bachchan, Kamal Hassan, and Deepika Padukone in lead roles.The 'Hollywood range' visuals are absolutely stunning for a theatrical watch, and the background score is impactful in places.*Overall*This is a great start to an epic cinematic universe of India! The Kalki 2898 AD movie is an epic dystopian science fiction action film directed and written by Nag Ashwin. The film features Prabhas, Amitabh Bachchan, Kamal Hassan, and Deepika Padukone in lead roles.",10
"#NagAshwin dreams big and manages to execute the same to the spectacle by merging an apocalyptic world with Mahabharata. He takes a lot of time to set the things up and the first half has ample of pacing issues. In-fact, the narrative dips majorly after an impressive beginning, however, the things set up well with the pre-interval block.There are episodes in the first half that also test your patience, as they drag for no reason. The team can easily trim 20 minutes from the first half.The film peaks in the second half, especially the last 40 minutes. The action block of #Prabhas and #AmitabhBachchan with #DeepikaPadukone at the centre, followed by the extended climax keeps you on the edge of your seat. The visuals are out of the world (literally), elevated further by the background score. The finale sets thing up for the second installment of #Kalki2898AD.#AmitabhBachchan as #Ashwatthama is the highlight of #Kalki. He has a roaring screen presence and excels. #DeepikaPadukone gets a meaty part and is the soul of the film. She delivers a fabulous performance, lending the right emotions. #Prabhas does well in his part though his character warranted a better arc. I feel, the maker has saved the best of #Prabhas for the sequel. He gets his share of elevation moments and emerges a winner in there. His act in the climax is sure to be greeted with seeti's and taali's. #KamalHaasan is terrific in his cameo and spikes excitement for the next installment. #SawataChatterjee is solid as the villain.Some of the cameos are exciting and come across as a pleasant surprise in the narrative.Overall, #Kalki2898AD is an ambitious film and director #NagAshwin deserves full marks for sticking to his conviction. While 30 minutes of trimming (especially first half) would elevate the experience, the film has enough in the second half to warrant a theatrical watch and keep the audience interested for the sequel.",10
"The soaring epicness of second part of the film and the excellent climax were tainted by bloated, boring and technically terrible first half. It had cringe dialogues, poorly choreographed action scenes and unnecessary subplots.The props used throughout the movie looked like cheap foam. There was too much ""inspiration"" drawn from Hollywood movies.The first attempt from Nag Ashwin is average at best. I hope he improves significantly in the second part of this film. To do so, he should focus on Mahabharata and adapt it as faithfully as possible. The sci-fi elements of the movie were most disappointing, whereas, the characters from the great epic were thoroughly exhilarating!",6
"Let me share a review of the movie ""Kalki 2898 AD."" Directed by Nag Ashwin and starring Prabhas, Amitabh Bachchan, Kamal Haasan, and Deepika Padukone, this film has garnered significant attention since its first teaser release. Here's what you need to know:**Story Overview:**
The film begins during the Kurukshetra war in the era of the Mahabharata. Ashwatthama (played by Amitabh Bachchan) is cursed with immortality by Lord Krishna. His penance involves safeguarding the infant when God reincarnates as Kalki, predicted to happen 6000 years in the future. Fast forward to that time, in Kaasi, people endure suffering and aspire to relocate to Complex, a place resembling heaven governed by Yaskin (played by Kamal Haasan). The story unfolds as pregnant women, including Sumati (Deepika Padukone), become part of Project K, which extracts serum from them. Bounty hunter Bhairava (Prabhas) is tasked with retrieving Sumati and returning her to Complex. The plot weaves together these characters and three distinct worlds, including Shambala.**Performances:**
Prabhas shines as Bhairava, combining superhero traits with a fun personality. Amitabh Bachchan's full-length role is on par with the lead hero. The film revolves primarily around these two characters.**Visual Brilliance:**
""Kalki 2898 AD"" boasts stunning visuals, making it a visual treat for audiences.While the film has its flaws, it's a gripping thriller that blends ancient Indian mythology with futuristic dystopia. Whether it will break box office records remains to be seen, but it's definitely a noteworthy addition to Telugu cinema¹.Remember, opinions may vary, but ""Kalki 2898 AD"" is certainly an ambitious venture that combines grandeur, mythology, and science fiction in a unique way. 🎬🌟",9
"I don't understand the obsession with hero entry and why people are not against it if you have a good story then just stick with why do you need the star to be bigger than the story first hour of story is skippable completely , rest vfx was top notch even the ending was very good but this obsession with hero needs to stop also the director did not invent the character Kalki nor any references that they took from Mahabharata so please be respectful because its a part of our history not something that you can mock or not make it serious just because you want the hero entry or want films to have some useless and unfunny comedy.",6
"Where to even begin to define this Subpar movie, consisting of the worst Editing I have ever seen and a story which plays out mostly in the background.This movie does zero worldbuilding. Lets start with Kashi and Complex. Bhairava is bounty hunter - okay who sends bounty, who collects it ? How system works nothing. Why is kashi last remaining ? Why are random foreigners in complex ? No answers.AND shambhala too - this mystic city is hidden how ? Why do they have shivmani ? How does their weapons work ? Literally zero worldbuilding.Next characters - except kali i have not liked any character. Even aswatthama people are praising because of BigB. Raya was the most worthless character. They could have written story and expanded backstory but did nothing.The ediiting of action scences are haphazardly cut with no sense of flow and dubbing is worst i have seen.",4
"Definitely worth watching in the theatre
Great visuals, good casting
Gives the feel of Dune and Furiosa and AvengersOnly part I didn't personally like is the extremely repetitive and prolonged fights between Bhairava and Aswattama. It could've been way shorter.Loved Bujji's character buildup, reminds of Wall E,
VFX blends well, doesn't feel like forced, well done.Background score could've been better, not very catchy and could've elevated the mood better.The part I enjoyed the most is climax, the whole story build up comes to this and doesn't disappoint. Excited about the next part, can't wait to watch Kalki vs Kali with Karna.",9
"Kalki28989AD amply suffices my expectations in terms of the story and the visuals. Was skeptical to say wether this will become an epic sort of, but with those Mahabharatha glimpses, it did rose up to epic proportions. CGI was amazing and haven't seen this level of work going on for an Indian movie. 3D conversion by dneg was mediocre and I would suggest this to be watched in just 4K 2D. Amitabh Bachan's screen presence and fight scenes were so powerful that there were so many goosebumps moments. Prabhas' character was just in a setting up stage and more is yet to come. Aandavar Kamalhaasan started off with a menacing wrinkly shrivelled villain mode and he too have a lot of potential in the upcoming movies. Deepika didn't had much to do, but was good. Cameos were just short and perfect. Annaben 's character was cute. Shobana had some good screen time. The sheer scale that Nag Ashwin created is mindblowing and I am super eager to see some more of those Mahabharatha sequences and the future of Kalki! The show was in Telugu 4K 3D atmos . Need to watch it once again in Tamil or Hindi mode to better understand the intricate dialogues.",8
"A unique story and mixup of technology and Mahabharata. If you will watch it then you will also say this : Paisa Wasool hai boss .Eagerly wait for part 2.Role of Sir Amitabh ji is very appreciated.Prabhas ki toh baat hi alag hai .Technology and graphics for this movie is very high and it's a faadu movie boss.If you are wearing power goggles then watch it in 2D . But normal people should watch it in 3D.Role of Tech Mahindra's car 🚗 was also a unique.Stay away nibba nibbi group from this movie.Only a true lover can feel this movie , action, story etc.Thank you for such wonderful movie.",9
"When we watch Hollywood movies we think Can't we make movies like this? Can't we tell the whole world like this and tell our stories? Questions arise. That effort has been successfully shown with our own story Director Nag Ashwin has paved the way for the cinema of our tomorrow with striking visuals, an immersive story and strong characters. Although the characters inspired by Hollywood movies and fictional worlds are seen in this movie, the way the story is told by combining our myths with them is astonishing...Ashwin gives importance to the story even more than the heroism & it is remarkable that he has adapted the scenes. The way the three worlds in the story are developed to be different from each other is fascinating. In the first half, the pace seems to have slowed down in the scenes here and there, but when the scenes between Prabhas and Amitabh Bachchan start, the curiosity of what will happen next starts. Prabhas' character has a comic touch that even small children will like...
Especially one can't forget Bujji(Keerthy) rib tickling moments & few goosebumps moments...Although the nature of the film are far from logical, the directors and the technical team have succeeded in creating a new world on the silver screen. It stands as a film that takes Indian cinema to another level...Prabhas got into the role according to his body mannerism which turned out to be meaty enough... As the film is mainly based on the story, Prabhas and other characters look strong...
Sometimes it seems like the whole story revolves around Amitabh Bachchan and Deepika Padukone... Amitabh Bachchan turns out to be a Midas touch to the film...Even at this age, the way he did the fight scenes will keep the audience hooked...
Deepika Padukone is seen in a strong role and her emotional counterpart carries the soul of the film...
Despite being glamorous. Disha Patani's character shines and fades instantly...
Shobhana, Annaben, Pashupathi, Swas Chatterjee as Manas and others played small roles but they made an impact. Brahmanandam shared some laughs with Prabhas will cherish you & helpout to kick off lag moments...Kamal Hasaan will be seen in the villainous role of Supreme Yaskin while His getup is intimidating. Although the scope of the character is of lesser screen space, the way he his introduced and the few words that he utters shows his Maturity while the dialogues are thought provoking...
On the other hand,despite three hour long runtime three hours long The way the characters like Ram Gopal Varma, Rajamouli, Vijay Devarakonda, Mrinal Thakur, Dulquer Salmaan and others gives a goosebumps moments that makes you love the flick...Technically the film is superior. Santhoshnarayan's background score is unique but could have been more captivating while Jorde's camerawork are the main strengths of the film... The production design and visual effects take the film to another level. Director Nag Ashwin's visualisation & his story is heart touching shows his cleverness in screenplay... The creation of Vyjayanthi Movies is inspiring. This is a film dedicated to the company's five-year journey of hardwork...",8
"This movie is a spectacular achievement for Indian cinema, reaching the grandeur of Hollywood productions. Tackling Indian mythology, particularly the Mahabharata, is a daunting task, but this film excels. The VFX effects are on a whole other level, and the storyline is just great for creating an entirely new universe. The climax and interval scenes are truly goosebump-inducing. The movie starts with a bit of fun and comedy, though there is a small lag in the first few minutes. As a Prabhas fan, I was thrilled, yet Amitabh Bachchan Sir's performance was the standout-truly, ""Amitabh Bachchan is the boss."" Additionally, Kamal Hassan and Deepika Padukone delivered outstanding performances. This movie is poised to take Indian cinema to an entirely new level of excellence.I have spent a lot of money to watch every Marvel movie, starting from Iron Man 1. Spending to watch this movie is worth more than what I had spent for Marvel because this is our Indian Marvel. I believe this movie will do the same job for Indian cinema as Iron Man 1 did for Marvel. It will be the start of an amazing universe of upcoming movies. Every Indian will be proud of this movie.",10
"Prabhas' latest film, ""Kalki,"" is nothing short of a cinematic marvel that transcends the boundaries of conventional storytelling. This epic saga, directed by the visionary filmmaker Nag Ashwin, masterfully blends mythology, action, and drama to create a mesmerizing experience for audiences.The film is set in an alternate reality where the worlds of mythology and futuristic technology collide, creating a setting that is both awe-inspiring and thought-provoking. The plot revolves around legendary mythological characters like Aswathama and Krishna, who find themselves in a complex, futuristic world where modern AI technology and advanced vehicles are mankind's last hope against impending doom. The movie brilliantly showcases their struggle to protect the world, guided by the supreme god, hinting at themes of destiny, duty, and the eternal battle between good and evil.What truly sets ""Kalki"" apart is its audacity to dream big and its impeccable execution. The CGI and visual effects are nothing short of breathtaking, transporting the audience into a vividly realized universe that blurs the lines between reality and fantasy. Every frame is a testament to the painstaking effort and creativity that has gone into the world-building, creating a visually stunning backdrop that complements the rich narrative.",10
"Buckle up for a roller-coaster ride through cinematic chaos! The story idea is an absolute gem, brimming with potential, and the characters are nothing short of a casting director's dream-each one brimming with pizzazz and personality. But alas, their development seems to have been left in the microwave a bit too long, coming out half-baked.The screenplay? It's flatter than a week-old soda. Though, I must admit, it does have its fizz in a few key moments, like the interval and the climax.Dialogues? Let's just say they won't be winning any literary awards.Now, onto the comedy-it's the kind that instead of tickling your funny bone, it goes straight for the jugular, and not in a good way. The world-building feels like it was put together with duct tape and imagination, lacking the immersive magic we hoped for.But let's talk about the legendary Amitabh Bachchan, who is stellar as always.Prabhas gives it his all, bless his heart.Kamal Hassan makes a brief yet dazzling appearance, hinting at more brilliance in the next instalment.Saswata Chatterjee? He brings his A-game, no doubt about it.Deepika Padukone looks fine and delivers a decent performance, and her Telugu dubbing is better than that in the trailer.Disha Patani is scorching enough to set the screen on fire in her limited screen time.The rest of the cast, including Pashupati, Shobhana and Rajendra Prasad put in decent efforts. However, the film is sprinkled with cameos like confetti at a surprise party-most of which are more of a head-scratcher than a treat.The action scenes? They're as disappointing as a soggy French fry.Cinematography is serviceable, background music hits the right notes, but the songs miss the mark.Production values are respectable, but direction sails somewhere in the middling seas of mediocrity.Some VFX are eye-poppingly good, though.Overall, it's a mixed bag of delights and letdowns-a cinematic hotpot where the ingredients are only half-cooked. Enjoy it for what it is, but don't be surprised if you leave the theater feeling a little unsatisfied.",6
"Awesome action sequences. Really enjoyed.RGV and Rajamouli cameos are too good.All characters have equal importance in the movie.Prabhas characterization is too good. Disha patani will make good partner in next part .Kamal Hasan as villain will be a hard one to beat in coming movies.Amitabh action sequences are on a different planetDeepika's acting skills are goodAnna Ben is energetic in her characterVD cameo has good impact, he will be there in next part as wellWish to see more of Dulquer in coming partsAlso Bujji at some point can transform to keerthi suresh humanoid and it looks great.Brhamanandam is great.",10
"Synopsis: Death is not a punishment; it is a blessing.First half: The movie begins with themes and depictions that instantly immerse you. However, it falters in the middle due to pacing and editing issues. Yet, in the last 15 minutes, it regains its footing and delivers. Prabhas's best since bahubali. The film also features numerous impressive cameos.Second half: Oh my, oh my! The movie saves its best for last, especially when delving into our history, particularly the Mahabharata references. Despite minor flaws, I'm inclined to overlook them because this film is truly special. Director Ashwin has not only crafted a sci-fi film but a remarkable one, especially given its budget constraints.Amitabh Bachchan stands out, and Prabhas delivers a commendable performance. The visuals are exceptional and serve as the film's hallmark. The background music is superb, enriching and completing the cinematic experience. However, I would have preferred if it were utilized more extensively, as it presents a slight missed opportunity.Final verdict: ""Kalki"" is a splendid film, not only in terms of its quality but also due to the director's visionary and honest approach to our history.",7
"It seems like the writer cum director only able to Imagine the KALKI in 2898 A. D. and got exhausted and then decided to copy all the top sci-fi movies of Hollywood from character to world building and mix it made the khichdi with Mahabharat tadka (which is the only good part).Copied hollywood ideas from :- Star wars, Black Panther, Alita Battle angel, Dune, Blade runner, Mortal Engines, you can also 1 or 2 more if you wish.Even if you convince yourself that copying ideas aren't that bad unless it's a ripoff unfortunately KALKI 2898 A. D. is a complete ripoff of those ideas and lacks essence of the story.On the other hand the special effects are also cheap levels it feels like a movie is made on low budget with unpaid interns at work and it's hard to ignore.It also feels like characters of the movie are seemingly directionless and unaware of their environment.Also the failed to place itself neither science fiction and nor in fantasy fiction both because it's distorted logic and mythological characters involved in dystopian society which tells audience that don't think too much just believe that it happens instead of explaining things.More over, the movie doesn't seem like it's crafted with passion or love rather in a capitalist POVAfter all kudos for the experiment.",1
"Nag Ashwin has created a nice fusion of mythology and the science fiction world. The story telling even though feels fragmented at the beginning becomes a nice flowing fusion as the movie progresses. At around 3 hours the movie doesn't feel like a drag as it is required to build the story up. The fight sequences and the use of mad Max type of world does look like an imitation, but it has a distinct indian attribute of heroism and larger than life action heroics of the two main protagonists of the movie that Hollywood probably can't ever match. The casting of Amitabh Bachchan as Ashwatthama is excellent. Prabhas looks stunning as the hero and no one else from Indian cinema can pull off a role like he can. Cudos to Nag Ashwin who comes with little experience to pull this story off so well. It's a a real treat for Prabhas fans. Can't wait for the next instalment!",10
"This film is absolutely good....everything...The VFX shots the story line...the twists...everything is just top of the line and Nagashwin's vision made it so perfect that it has no flaws in it, if you understand that thing of course. Mahabharat portions that has been made in this movie is just amazing. Amitabh Bachchan has played the.role simply spectacular, stealing every scene he's in.The concept about blending ancient history in futuristic dystopia is very awesome. Sometimes the movie feels slow a bit, but it allows us to connect with the characters and explore their motives. Prabhas has delivered a solid performance as Kalki. Deepika's acting and everyone's else acting were outstanding including Kamal Hassan.A must watch film!",10
"#Kalki2898AD is a larger than life Sci-FI Action Experience. The visuals and world building by Nag Ashwin are never before from Indian Cinema. However, Nag Ashwin shows some inexperience in building a proper drama and emotional connect with somewhat of a flat screenplay.SaNA did a very good job with the BGM in certain places but in others it was just adequate.Prabhas had limited screen time in this one but did a good job in a fun character and gives a big fan worthy sequence in the climaxThe rest of the cast especially Amitabh and Deepika have done and take up majority of the screenspace.Still, he was able to manage a couple of very good blocks especially the climax which worked very well and is goosebumps worthy.All the cameos are wasted except Vijay Deverakondas his cameo is very odd 🔥🔥.Despite some of its flaws, This is a movie that should be experienced on the big screen for the experience it offers!",8
"Hats off to The idea of Nag Ashwin to bring Indian mythology to the world of cinema, storyline was great, but i felt this one movie could have been made into 2 with a bit more detailing on the character arc origin stories and technical VFX side( some scenes VFX is outstanding and in some scenes its just too poor), i felt the scenes and dialogues were rushed and at some places unwanted humour is elongated losing the grip on an intense scene. Overall a must watch! Has the potential to be a landmark cinema like what Baahubali did. Looking forward to the sequel but i hope they atleast consider the changes required from this one.",8
"I didnt go in with big hopes, but i was expecting better than Adipurush- this was way better.I watched it in IMAX 2D(i dont know if there is 3d, but there are no 3d shows in London). There are lots of positives in this film and some negatives which could have been avoided and made it a better product.Negatives-In the first half, whenever Prabhas came on screen, it was unbearable. His intro scene was too far fetched, unrelated to the story and unnecessary.-Ashwathamma's young version of Amitabh is literally animated, it was bad a decision to do that. They casted so many cameos, they could've just casted Abhishek in that role and give Amitabh's voice over.I expected the vfx to be not great in many parts, and that is acceptable given the budgets. But i think some choices still can be made to reduce the bad frames from the flim- like reducing some scenes where the characters are doing extraordinary stunts- nor does it look good, and can easily replaced by a normal punch which atleast doesnt look bad.Luckily there are no dance numbers but one sequence where Prabhas and Disha are in the complex for work and they start looking around the complex, are attending parties, dancing, etc for so long without even getting noticed. I mean, you need 1 mil units to get into that place, and it is a tough job have that many units, but these guys are just fooling around there. A context in how they could do that would've been great and given a better explanation to why Prabhas wants to go in.Positives-The vfx is 60-70% on the better side, while some of it being great. Throughout the movie there is a consistency in good visuals with some patches of bad. Overall happy with them and wish they improve in the second one.World building they have done is good, character building is good and there a lots of small bits and pieces in the storyline which make it interesting watch.All main characters except Bhairava have been written well, acted superbly and look magnificent, but this movie is carried by Aswathamma. I mean whenever he came on screen it felt good.Loved all the Mahabharat scenes. They looked good, were shot well and it was great to see our heros on bug screen.-Powerful end to the movie, and I hope they dont take too long for the second part.Overall a good movie, and I want the makers to attempt such movies and keep improving so we can move towards the better product.",8
"A unique genre, a well written story (script) & strong characters give this movie a strong start. The extravagant visuals & very detailed crisp VFX gives the audience much needed thrill.However, one cannot forgo the resemblance of some VFX shots have with movies like Dune, Star-wars, mad max, black panther & transformers...Although huge kudos to the team for producing a movie which is equivalent to the scale of above mentioned movies.Pros :
1. Time taken to build characters & explain world
2. Stunts, crisp bright visuals
3. Screenplay, Direction
4. Comedy
Cons :
1. Music, background score is unique but doesn't give the much needed grandeur to the visuals and scenes, repeated use of same score, abruptly high background score during stunts
2. Editing especially first half.",8
"Majestic at scale, grandeur in VFX, and great blend of sci-fi & mythology taken at an eye popping level. Proud moment indeed for Indian cinema that stands tall as a mega mountain.Director Nag Aswin takes us through three different ""never seen"" worlds. First half is a bit drag with comedy elements and build up. Editing could have been better.Second half elevates to ""PEAKS"" with spectacular action sequences, strong story and crisp screenplay. Pre-interval and climax is a hair riser, and giving audience plenty of goosebumps.Prabhas is at his usual coolness and delivers. Deepika Padukone emotes well and binds to her character. Kamal's getup and dialogue delivery will stun you. There are plenty of surprises in terms of star cast.Sir Amitabh Bachchan outweighs every other character and is the heart of the whole movie. His stature, voice, caring attitude & protective nature, and breathtaking action scenes will be remembered by all ages.Terrific BGM & technical aspects, and deeper mythological connection with a strong plot in second half will make audience go gaga.True cinematic triumph, and there will be a giant sea swell in the box office!",9
"""Kalki 2898"" is not just a movie; it's an experience that redefines the boundaries of science fiction and epic storytelling. Directed by the visionary filmmaker Nag Ashwin, this film is a tour de force that combines a compelling narrative, breathtaking visuals, and stellar performances, setting a new benchmark for Indian cinema.Plot and Storyline: Set in a dystopian future, ""Kalki 2898"" explores themes of hope, survival, and the eternal battle between good and evil. The plot intricately weaves together elements of mythology and futuristic science, creating a tapestry that is both thought-provoking and emotionally resonant. The story follows Kalki, a hero prophesied to restore balance in a world teetering on the brink of chaos. The narrative is gripping, with each scene meticulously crafted to keep the audience on the edge of their seats.Visuals and Special Effects: The visual effects in ""Kalki 2898"" are nothing short of spectacular. The futuristic landscapes are rendered with a level of detail that is awe-inspiring, transporting viewers to another world. The use of CGI is seamless, enhancing the storytelling without overwhelming it. The film's cinematography is equally impressive, with each frame composed like a work of art. The use of color, lighting, and innovative camera angles adds depth and dimension to the viewing experience.Performances: The cast of ""Kalki 2898"" delivers performances that are powerful and nuanced. Prabhas, in the titular role, brings a perfect blend of intensity and vulnerability, making Kalki a hero that audiences can root for. Deepika Padukone, as the enigmatic and strong-willed heroine, adds a layer of complexity to the narrative. Amitabh Bachchan, in a pivotal role, delivers a performance that is both commanding and emotionally charged. The supporting cast, including Disha Patani, brings depth and authenticity to their characters, enhancing the overall impact of the film.Direction and Screenplay: Nag Ashwin's direction is masterful, showcasing his ability to blend genres and create a cohesive and compelling story. His vision for ""Kalki 2898"" is ambitious, and he executes it with precision and flair. The screenplay is tight, with a perfect balance of action, drama, and philosophical musings. The dialogues are poignant, often leaving a lasting impact long after the credits roll.Music and Sound Design: The music by Santhosh Narayananelevates ""Kalki 2898"" to another level. The score is hauntingly beautiful, perfectly complementing the film's tone and themes. The sound design is meticulous, creating an immersive audio experience that draws viewers deeper into the story.Conclusion: ""Kalki 2898"" is a cinematic triumph that stands out in every aspect. It is a film that challenges, inspires, and entertains, leaving a profound impact on its audience. This movie is a must-watch for anyone who appreciates the art of filmmaking and storytelling. Nag Ashwin has crafted a masterpiece that will be remembered as a landmark in Indian cinema. ""Kalki 2898"" is not just a film; it is a journey that stays with you long after you leave the theater.",10
"Best Indian movie Nagi combined Hindu mythology with future , great VFX at par with Hollywood, good concept in the script and Prabhas and Bachan dusted it.Even there no disappointment for darling, nagi smartly added some fan based elevations. He also carefully narrated the story without getting bored.The touch of Rajamouli, RGV, Dulquer and Vijay Devarakonda is superb which boosted scenes in betweeen.Finally this movie deserves 10 out 10 , due to Nagi daring attempt to imagine such kind of a big movie , perfect story and extraordinary screenplay.Everyone can watch this movie no obscene words or scenes.",10
"The Kalki 2898 AD movie is an epic dystopian science fiction action film directed and written by Nag Ashwin. The film features Prabhas, Amitabh Bachchan, Kamal Hassan, and Deepika Padukone in lead roles.The 'Hollywood range' visuals are absolutely stunning for a theatrical watch, and the background score is impactful in places.*Overall*This is a great start to an epic cinematic universe of India! The Kalki 2898 AD movie is an epic dystopian science fiction action film directed and written by Nag Ashwin. The film features Prabhas, Amitabh Bachchan, Kamal Hassan, and Deepika Padukone in lead roles.",10
"#NagAshwin dreams big and manages to execute the same to the spectacle by merging an apocalyptic world with Mahabharata. He takes a lot of time to set the things up and the first half has ample of pacing issues. In-fact, the narrative dips majorly after an impressive beginning, however, the things set up well with the pre-interval block.There are episodes in the first half that also test your patience, as they drag for no reason. The team can easily trim 20 minutes from the first half.The film peaks in the second half, especially the last 40 minutes. The action block of #Prabhas and #AmitabhBachchan with #DeepikaPadukone at the centre, followed by the extended climax keeps you on the edge of your seat. The visuals are out of the world (literally), elevated further by the background score. The finale sets thing up for the second installment of #Kalki2898AD.#AmitabhBachchan as #Ashwatthama is the highlight of #Kalki. He has a roaring screen presence and excels. #DeepikaPadukone gets a meaty part and is the soul of the film. She delivers a fabulous performance, lending the right emotions. #Prabhas does well in his part though his character warranted a better arc. I feel, the maker has saved the best of #Prabhas for the sequel. He gets his share of elevation moments and emerges a winner in there. His act in the climax is sure to be greeted with seeti's and taali's. #KamalHaasan is terrific in his cameo and spikes excitement for the next installment. #SawataChatterjee is solid as the villain.Some of the cameos are exciting and come across as a pleasant surprise in the narrative.Overall, #Kalki2898AD is an ambitious film and director #NagAshwin deserves full marks for sticking to his conviction. While 30 minutes of trimming (especially first half) would elevate the experience, the film has enough in the second half to warrant a theatrical watch and keep the audience interested for the sequel.",10
"The soaring epicness of second part of the film and the excellent climax were tainted by bloated, boring and technically terrible first half. It had cringe dialogues, poorly choreographed action scenes and unnecessary subplots.The props used throughout the movie looked like cheap foam. There was too much ""inspiration"" drawn from Hollywood movies.The first attempt from Nag Ashwin is average at best. I hope he improves significantly in the second part of this film. To do so, he should focus on Mahabharata and adapt it as faithfully as possible. The sci-fi elements of the movie were most disappointing, whereas, the characters from the great epic were thoroughly exhilarating!",6
"Let me share a review of the movie ""Kalki 2898 AD."" Directed by Nag Ashwin and starring Prabhas, Amitabh Bachchan, Kamal Haasan, and Deepika Padukone, this film has garnered significant attention since its first teaser release. Here's what you need to know:**Story Overview:**
The film begins during the Kurukshetra war in the era of the Mahabharata. Ashwatthama (played by Amitabh Bachchan) is cursed with immortality by Lord Krishna. His penance involves safeguarding the infant when God reincarnates as Kalki, predicted to happen 6000 years in the future. Fast forward to that time, in Kaasi, people endure suffering and aspire to relocate to Complex, a place resembling heaven governed by Yaskin (played by Kamal Haasan). The story unfolds as pregnant women, including Sumati (Deepika Padukone), become part of Project K, which extracts serum from them. Bounty hunter Bhairava (Prabhas) is tasked with retrieving Sumati and returning her to Complex. The plot weaves together these characters and three distinct worlds, including Shambala.**Performances:**
Prabhas shines as Bhairava, combining superhero traits with a fun personality. Amitabh Bachchan's full-length role is on par with the lead hero. The film revolves primarily around these two characters.**Visual Brilliance:**
""Kalki 2898 AD"" boasts stunning visuals, making it a visual treat for audiences.While the film has its flaws, it's a gripping thriller that blends ancient Indian mythology with futuristic dystopia. Whether it will break box office records remains to be seen, but it's definitely a noteworthy addition to Telugu cinema¹.Remember, opinions may vary, but ""Kalki 2898 AD"" is certainly an ambitious venture that combines grandeur, mythology, and science fiction in a unique way. 🎬🌟",9
"I don't understand the obsession with hero entry and why people are not against it if you have a good story then just stick with why do you need the star to be bigger than the story first hour of story is skippable completely , rest vfx was top notch even the ending was very good but this obsession with hero needs to stop also the director did not invent the character Kalki nor any references that they took from Mahabharata so please be respectful because its a part of our history not something that you can mock or not make it serious just because you want the hero entry or want films to have some useless and unfunny comedy.",6
"Where to even begin to define this Subpar movie, consisting of the worst Editing I have ever seen and a story which plays out mostly in the background.This movie does zero worldbuilding. Lets start with Kashi and Complex. Bhairava is bounty hunter - okay who sends bounty, who collects it ? How system works nothing. Why is kashi last remaining ? Why are random foreigners in complex ? No answers.AND shambhala too - this mystic city is hidden how ? Why do they have shivmani ? How does their weapons work ? Literally zero worldbuilding.Next characters - except kali i have not liked any character. Even aswatthama people are praising because of BigB. Raya was the most worthless character. They could have written story and expanded backstory but did nothing.The ediiting of action scences are haphazardly cut with no sense of flow and dubbing is worst i have seen.",4
"Definitely worth watching in the theatre
Great visuals, good casting
Gives the feel of Dune and Furiosa and AvengersOnly part I didn't personally like is the extremely repetitive and prolonged fights between Bhairava and Aswattama. It could've been way shorter.Loved Bujji's character buildup, reminds of Wall E,
VFX blends well, doesn't feel like forced, well done.Background score could've been better, not very catchy and could've elevated the mood better.The part I enjoyed the most is climax, the whole story build up comes to this and doesn't disappoint. Excited about the next part, can't wait to watch Kalki vs Kali with Karna.",9
"Kalki28989AD amply suffices my expectations in terms of the story and the visuals. Was skeptical to say wether this will become an epic sort of, but with those Mahabharatha glimpses, it did rose up to epic proportions. CGI was amazing and haven't seen this level of work going on for an Indian movie. 3D conversion by dneg was mediocre and I would suggest this to be watched in just 4K 2D. Amitabh Bachan's screen presence and fight scenes were so powerful that there were so many goosebumps moments. Prabhas' character was just in a setting up stage and more is yet to come. Aandavar Kamalhaasan started off with a menacing wrinkly shrivelled villain mode and he too have a lot of potential in the upcoming movies. Deepika didn't had much to do, but was good. Cameos were just short and perfect. Annaben 's character was cute. Shobana had some good screen time. The sheer scale that Nag Ashwin created is mindblowing and I am super eager to see some more of those Mahabharatha sequences and the future of Kalki! The show was in Telugu 4K 3D atmos . Need to watch it once again in Tamil or Hindi mode to better understand the intricate dialogues.",8
"A unique story and mixup of technology and Mahabharata. If you will watch it then you will also say this : Paisa Wasool hai boss .Eagerly wait for part 2.Role of Sir Amitabh ji is very appreciated.Prabhas ki toh baat hi alag hai .Technology and graphics for this movie is very high and it's a faadu movie boss.If you are wearing power goggles then watch it in 2D . But normal people should watch it in 3D.Role of Tech Mahindra's car 🚗 was also a unique.Stay away nibba nibbi group from this movie.Only a true lover can feel this movie , action, story etc.Thank you for such wonderful movie.",9
